datetime_utc,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,ret_1bar,logret_1bar,range,true_range,atr_14,vol_30,ret_1d,logret_1d,AdrActCnt,CapMVRVCur
2019-10-07T00:00:00Z,0.0022659,0.0023654,0.0022368,0.002331,69936960.0,161417.5445744,1166,31175619.0,72019.6917282,0.027913745204392,0.0275312580695166,0.0567094412841204,0.0001285999999999,0.0001599499999999,0.6181542343963908,0.027913745204392,0.0275312580695166,39824.0,0.86539258
2019-10-08T00:00:00Z,0.0023298,0.0023649,0.0022783,0.0023096,89953557.0,207768.8431194,1304,47160671.0,108959.2667365,-0.0091806091806091,-0.0092230106870312,0.0371514371514371,8.660000000000004e-05,0.0001274642857142,0.6186718981965046,-0.0091806091806091,-0.0092230106870312,40804.0,0.86638036
2019-10-09T00:00:00Z,0.0023096,0.0023652,0.0022467,0.0023522,128533706.0,298466.548583,1676,68205157.0,158941.2365731,0.018444752338067,0.0182767110682107,0.0513075857291306,0.0001185,0.0001246714285714,0.6218309092877204,0.018444752338067,0.0182767110682107,41160.0,0.89048484
2019-10-10T00:00:00Z,0.002346,0.0023512,0.0022927,0.0023,74485978.0,172919.975521,1201,40428413.0,93949.6567108,-0.0221919904770002,-0.0224419374996953,0.0248703341552588,5.950000000000009e-05,0.0001132785714285,0.626052112674979,-0.0221919904770002,-0.0224419374996953,40197.0,0.84845158
2019-10-11T00:00:00Z,0.002297,0.0023411,0.002225,0.0022909,61631506.0,140068.5202548,1152,29447646.0,67036.4572743,-0.0039565217391305,-0.0039643694779387,0.0504782608695652,0.0001161,0.0001143928571428,0.6248994280306173,-0.0039565217391305,-0.0039643694779387,40656.0,0.83622785
2019-10-12T00:00:00Z,0.002288,0.002331,0.0022751,0.0023196,70374904.0,162044.5857652,1085,38880487.0,89627.3063475,0.0125278274913789,0.012450003562983,0.0244008904797242,5.590000000000022e-05,0.0001118214285714,0.626608984527897,0.0125278274913789,0.012450003562983,39564.0,0.84392107
2019-10-13T00:00:00Z,0.002319,0.0026349,0.0023096,0.0024317,506106744.0,1269755.040071,5970,239922065.0,602593.8095331,0.0483272978099673,0.0471958442117284,0.1402396964993963,0.0003252999999999,0.0001267428571428,0.6493539350239574,0.0483272978099673,0.0471958442117284,44937.0,0.91876667
2019-10-14T00:00:00Z,0.0024312,0.00275,0.0024067,0.0025415,1281613616.0,3277165.7663431,7451,455085703.0,1161638.1694823,0.0451535962495373,0.0441638566729434,0.1411769543940453,0.0003432999999999,0.0001264857142857,0.6670279541152081,0.0451535962495373,0.0441638566729434,42912.0,0.9339457
2019-10-15T00:00:00Z,0.0025482,0.00258,0.0024652,0.0024964,142270876.0,359498.2938966,2048,75553590.0,190965.6178925,-0.017745425929569,-0.0179047638270688,0.0451701750934487,0.0001147999999999,0.0001237714285714,0.6706496750014053,-0.017745425929569,-0.0179047638270688,41111.0,0.91846588
2019-10-16T00:00:00Z,0.0024957,0.0026228,0.0024851,0.0026162,271043906.0,694195.3357253,3538,154292868.0,395446.6137445,0.0479891043102065,0.0468731891942386,0.055159429578593,0.0001376999999999,0.0001272999999999,0.6899433230592881,0.0479891043102065,0.0468731891942386,41151.0,0.95894241
2019-10-17T00:00:00Z,0.0026117,0.002974,0.0025778,0.0027405,673256287.0,1866457.9199916,9098,350314859.0,971676.5805664,0.0475116581301122,0.0464175022320443,0.1514410213286446,0.0003962,0.0001491928571428,0.6701748047278945,0.0475116581301122,0.0464175022320443,54084.0,1.01788126
2019-10-18T00:00:00Z,0.002735,0.0028665,0.0026311,0.0026952,262101555.0,719205.8273501,3979,132107248.0,363277.363512,-0.0165298303229337,-0.0166679723938285,0.0858967341725963,0.0002354,0.0001599214285714,0.6581009527493734,-0.0165298303229337,-0.0166679723938285,44620.0,0.99116136
2019-10-19T00:00:00Z,0.0026944,0.0027949,0.0026467,0.0027176,103435078.0,282136.0536796,1978,48407940.0,131975.5097055,0.0083110715345799,0.0082767247540314,0.0549866429207479,0.0001481999999999,0.0001673857142857,0.6586345775892093,0.0083110715345799,0.0082767247540314,92667.0,1.02073671
2019-10-20T00:00:00Z,0.0027179,0.0027575,0.0026407,0.0027151,113305480.0,305690.1649745,2079,58108437.0,156893.2850188,-0.000919929349426,-0.0009203527441119,0.0429790992051809,0.0001167999999999,0.0001702071428571,0.6537401781045197,-0.000919929349426,-0.0009203527441119,49261.0,1.00257562
2019-10-21T00:00:00Z,0.0027079,0.00295,0.0025758,0.0026879,287285773.0,759359.4142949,4533,140270871.0,371095.0608747,-0.0100180472174136,-0.0100685655322001,0.1378218113513314,0.0003741999999999,0.0001877499999999,0.6469052472998619,-0.0100180472174136,-0.0100685655322001,46474.0,0.99550541
2019-10-22T00:00:00Z,0.0026884,0.0027297,0.0025085,0.0025311,948366683.0,2480669.5558579,6894,460416017.0,1198319.8319538,-0.0583355035529595,-0.0601062287303717,0.0822947282264965,0.0002211999999999,0.0001973642857142,0.6799379744130789,-0.0583355035529595,-0.0601062287303717,42479.0,0.94268109
2019-10-23T00:00:00Z,0.0025386,0.002565,0.0021,0.0024746,399964920.0,973322.7552559,4450,240546064.0,584522.1353157,-0.0223223104579037,-0.0225752240598149,0.1837145904942515,0.000465,0.0002221142857142,0.6656372959455905,-0.0223223104579037,-0.0225752240598149,37616.0,0.92755936
2019-10-24T00:00:00Z,0.0024805,0.00255,0.0024,0.0025183,176236372.0,437753.4574939,2560,86681279.0,214928.9992715,0.0176594197041946,0.0175053039038823,0.0606158571082196,0.00015,0.0002285785714285,0.5463309012138672,0.0176594197041946,0.0175053039038823,38786.0,0.93940255
2019-10-25T00:00:00Z,0.0025183,0.0027799,0.0024652,0.0026694,330206126.0,868998.1752594,5006,205470327.0,542710.452373,0.0600007941865545,0.058269657356293,0.1249652543382441,0.0003147,0.0002427642857142,0.5770002937293085,0.0600007941865545,0.058269657356293,39520.0,0.97890034
2019-10-26T00:00:00Z,0.0026694,0.002898,0.0025577,0.0025925,327792551.0,888681.3213306,6416,188167547.0,512057.6811057,-0.0288079718288754,-0.0292310669363686,0.1274818311230988,0.0003403,0.0002630785714285,0.5848788950174725,-0.0288079718288754,-0.0292310669363686,35432.0,0.98690043
2019-10-27T00:00:00Z,0.0026061,0.0029542,0.00256,0.00264,203666784.0,543525.1141082,4041,115513944.0,309003.8893296,0.0183220829315331,0.0181562560366792,0.1520540019286402,0.0003941999999999,0.000268,0.5855250483960036,0.0183220829315331,0.0181562560366792,37638.0,0.98105762
2019-10-28T00:00:00Z,0.00264,0.00275,0.0026234,0.0026265,179647401.0,479667.3773259,2826,94978753.0,254014.3373575,-0.0051136363636363,-0.0051267557463452,0.0479545454545453,0.0001265999999999,0.0002525214285714,0.5867665291803591,-0.0051136363636363,-0.0051267557463452,39382.0,0.99006586
2019-10-29T00:00:00Z,0.0026379,0.0026952,0.002615,0.002625,136659517.0,363775.995419,2059,69688058.0,185389.069814,-0.0005711022272986,-0.0005712653682916,0.0305349324195697,8.019999999999989e-05,0.00025005,0.5857683052776688,-0.0005711022272986,-0.0005712653682916,43603.0,0.95470152
2019-10-30T00:00:00Z,0.002625,0.0026649,0.0025584,0.0025936,202095484.0,527918.3331954,3272,94321204.0,246602.2196047,-0.0119619047619047,-0.012034024044313,0.0405714285714285,0.0001064999999999,0.0002478214285714,0.512569415793709,-0.0119619047619047,-0.012034024044313,65143.0,0.97924473
