datetime_utc,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,ret_1d,logret_1d,range,true_range,atr_14,vol_30
2025-05-31 00:00:00+00:00,2531.35,2550.34,2475.33,2528.06,394537.2521,994330383.170508,2792146,197180.2806,497000872.32481104,-0.0012957563977973319,-0.0012965966160090048,0.029632526645966252,75.01000000000022,146.57142857142858,0.9691947592780195
2025-06-01 00:00:00+00:00,2528.06,2547.79,2468.56,2539.21,332021.7088,834842712.2775409,2210246,165557.314,416473007.5078511,0.004410496586315205,0.004400798850344501,0.03134023717791509,79.23000000000002,133.345,0.9689523670548319
2025-06-02 00:00:00+00:00,2539.2,2615.0,2475.0,2607.41,468889.9737,1184963591.471666,3239230,232758.6658,588585524.428128,0.026858747405689165,0.026504382446835173,0.055135258604054015,140.0,129.13214285714284,0.968399905267002
2025-06-03 00:00:00+00:00,2607.42,2655.38,2575.0,2593.36,454383.0439,1188862077.100825,3098351,228172.36,597147462.454556,-0.00538848896030919,-0.00540305923168205,0.030827526165812094,80.38000000000011,124.42857142857143,0.966039749071533
2025-06-04 00:00:00+00:00,2593.35,2679.88,2583.5,2607.68,502494.8214,1321537606.684948,2754319,260366.5898,685080028.877307,0.005521794120368906,0.005506604904045531,0.037164142271030674,96.38000000000011,119.61642857142859,0.9661103980690069
2025-06-05 00:00:00+00:00,2607.68,2640.86,2391.66,2414.01,808938.0344,2047572739.901186,4181206,378086.6913,958339246.4607272,-0.0742690820959625,-0.07717167198088681,0.09556387286783666,249.20000000000027,126.83357142857146,1.0122384590179239
2025-06-06 00:00:00+00:00,2414.02,2531.36,2381.49,2476.1,578843.4974,1428256037.775954,3246760,290586.021,717257126.5020311,0.02572068881239087,0.02539547656008878,0.06208342136113783,149.87000000000035,120.68642857142865,1.012232554766639
2025-06-07 00:00:00+00:00,2476.1,2544.36,2457.0,2524.63,264787.6743,662320802.305284,1587509,135613.3419,339037471.977697,0.019599369976980086,0.019409775607686086,0.03528128912402574,87.36000000000013,122.58571428571437,0.6849025161139612
2025-06-08 00:00:00+00:00,2524.64,2548.63,2490.58,2509.83,266474.7139,670516749.0596551,1401175,135061.7873,339794332.050441,-0.005862245160677126,-0.005879495570296989,0.022993468349817667,58.05000000000018,120.21357142857151,0.6537461844466487
2025-06-09 00:00:00+00:00,2509.84,2693.99,2477.73,2680.13,568726.3025,1458505754.33474,2896758,303579.9958,779517686.5498569,0.06785320121283123,0.0656502790426936,0.08616519843973487,216.25999999999976,130.43642857142865,0.5978312179636998
